Species,col_2b,col_WMS,Group,Color
Neisseria_sp001815675,0.000405724,0,s9_2,(2b)2bRAD-M only
Neisseria_sp002237445,6.25E-05,0,s9_2,(2b)2bRAD-M only
Neisseria_subflava,0.016989419,0.015886816,s9_2,shared
Neisseria_subflava_A,0.028807037,0.030480197,s9_2,shared
Neisseria_subflava_C,0.011962234,0.013419033,s9_2,shared
Olsenella_sp001189515,0.000119765,0.000120895,s9_2,shared
Olsenella_uli,0.000232925,0.000279951,s9_2,shared
Oribacterium_asaccharolyticum,0.000695838,0.000761903,s9_2,shared
Oribacterium_parvum,0.000245842,0,s9_2,(2b)2bRAD-M only
Oribacterium_sinus,0.002639518,0.002871543,s9_2,shared
Oribacterium_sp000160135,0.000134418,0,s9_2,(2b)2bRAD-M only
Oribacterium_sp013394775,0.000258022,0.000258858,s9_2,shared
Ottowia_sp001262075,0.000698759,0.000897128,s9_2,shared
Parvimonas_micra,0.002791345,0.003491842,s9_2,shared
Pauljensenia_cardiffensis,1.30E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_hongkongensis,6.78E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_marseillensis,7.52E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_meyeri,0.00058639,0.000742162,s9_2,shared
Pauljensenia_odontolytica,2.67E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_odontolytica_A,0.000223004,0.000297284,s9_2,shared
Pauljensenia_odontolytica_B,0.000173998,0.000304761,s9_2,shared
Pauljensenia_odontolytica_C,6.21E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_sp000185285,3.29E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_sp000278725,0.000863496,0.000914936,s9_2,shared
Pauljensenia_sp000411415,3.77E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_sp000466265,0.00026356,0.00038918,s9_2,shared
Pauljensenia_sp001064145,4.50E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_sp001072465,7.52E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_sp001838165,0.000122404,0.00022392,s9_2,shared
Pauljensenia_sp900554605,7.01E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_sp902373435,5.48E-05,0,s9_2,(2b)2bRAD-M only
Pauljensenia_sp902373545,0.000216901,0.000331162,s9_2,shared
Peptidiphaga_gingivicola,0.000219831,0.000266066,s9_2,shared
Peptidiphaga_sp000466165,0.000494732,0.000567689,s9_2,shared
Peptoanaerobacter_margaretiae,0.0009419,0.001297565,s9_2,shared
Peptoanaerobacter_stomatis,0.001732629,0.001448744,s9_2,shared
Peptoanaerobacter_yurii,0.000348561,0,s9_2,(2b)2bRAD-M only
Peptostreptococcus_sp900759325,0.000605899,0,s9_2,(2b)2bRAD-M only
Peptostreptococcus_stomatis,0.000306808,0,s9_2,(2b)2bRAD-M only
Phocaeicola_abscessus,0.000881669,0.0009144,s9_2,shared
Porphyromonas_catoniae,0.001309063,0.000899652,s9_2,shared
Porphyromonas_endodontalis,0.007724879,0.005600217,s9_2,shared
Porphyromonas_gingivalis,0.151907252,0.145256797,s9_2,shared
Porphyromonas_gulae,0.00072447,0,s9_2,(2b)2bRAD-M only
Porphyromonas_macacae,0.000101646,0,s9_2,(2b)2bRAD-M only
Porphyromonas_pasteri,0.016804679,0.012432672,s9_2,shared
Porphyromonas_sp000467855,0.001826278,0.001523575,s9_2,shared
Porphyromonas_sp003640335,0.001965556,0.001440833,s9_2,shared
Prevotella_aurantiaca,0.005245244,0.004960896,s9_2,shared
Prevotella_baroniae,0.004891441,0.004529925,s9_2,shared
Prevotella_bivia,0.000178097,0,s9_2,(2b)2bRAD-M only
Prevotella_buccae,0.001188327,0.001164309,s9_2,shared
Prevotella_conceptionensis,0.000981355,0.000841202,s9_2,shared
Prevotella_denticola,0.000548364,0.000418051,s9_2,shared
Prevotella_enoeca,0.001652579,0.001490043,s9_2,shared
Prevotella_falsenii,3.92E-05,0,s9_2,(2b)2bRAD-M only
Prevotella_fusca,6.93E-05,0,s9_2,(2b)2bRAD-M only
Prevotella_histicola,0.000175405,0,s9_2,(2b)2bRAD-M only
Prevotella_intermedia,0.034253177,0.030918357,s9_2,shared
Prevotella_jejuni,0.000425066,0.000385899,s9_2,shared
Prevotella_koreensis,0.007584571,0.00609016,s9_2,shared
Prevotella_loescheii,0.000298836,0.000351186,s9_2,shared
Prevotella_maculosa,0.000294219,0.00025646,s9_2,shared
Prevotella_marshii,0.000515487,0.000544912,s9_2,shared
Prevotella_melaninogenica,0.002209975,0.002237372,s9_2,shared
Prevotella_melaninogenica_A,0.003908794,0.004980272,s9_2,shared
Prevotella_micans,0.000466857,0.000350037,s9_2,shared
Prevotella_multiformis,0.000281224,0.000214192,s9_2,shared
Prevotella_nanceiensis,0.000756914,0.000713634,s9_2,shared
Prevotella_nigrescens,0.002677247,0.00241722,s9_2,shared
Prevotella_oralis,0.000401523,0.000429372,s9_2,shared
Prevotella_oris,0.005288623,0.004782753,s9_2,shared
Prevotella_oulorum,0.00026972,0.00033318,s9_2,shared
Prevotella_pallens,0.00066694,0.000432852,s9_2,shared
Prevotella_pleuritidis,0.006437702,0.005406149,s9_2,shared
Prevotella_saccharolytica,0.000188273,0.000169541,s9_2,shared
Prevotella_salivae,0.000186701,0.000187867,s9_2,shared
Prevotella_scopos,0.000235589,0.00033887,s9_2,shared
Prevotella_seregens,0.004465855,0.004148697,s9_2,shared
Prevotella_shahii,0.001102656,0.00090644,s9_2,shared
Prevotella_sp000163055,0.000133152,0,s9_2,(2b)2bRAD-M only
Prevotella_sp000257925,0.000164148,0,s9_2,(2b)2bRAD-M only
Prevotella_sp000467895,0.000731182,0.000689143,s9_2,shared
Prevotella_sp000758925,0.000328956,0,s9_2,(2b)2bRAD-M only
Prevotella_sp003043925,0.000171671,0.00013946,s9_2,shared
Prevotella_sp003043945,8.65E-05,0,s9_2,(2b)2bRAD-M only
Prevotella_sp013333285,0.000474011,0.000416777,s9_2,shared
Prevotella_sp013333935,0.000156466,0.000223617,s9_2,shared
Prevotella_veroralis,0.000798488,0.000681083,s9_2,shared
Propionibacterium_acidifaciens,1.86E-05,0,s9_2,(2b)2bRAD-M only
Pseudoleptotrichia_goodfellowii,0.000126475,0,s9_2,(2b)2bRAD-M only
Ralstonia_insidiosa,4.47E-05,4.83E-05,s9_2,shared
Ralstonia_mannitolilytica,0.000283137,0.000282257,s9_2,shared
Ralstonia_pickettii,0.000691148,0.001054113,s9_2,shared
Ralstonia_pickettii_A,2.52E-05,0,s9_2,(2b)2bRAD-M only
Ralstonia_pickettii_B,9.30E-05,0.000139525,s9_2,shared
Ralstonia_pseudosolanacearum,2.10E-05,0,s9_2,(2b)2bRAD-M only
Ralstonia_sp000620465,0.002192483,0.002832804,s9_2,shared
Ralstonia_sp000801955,1.93E-05,0,s9_2,(2b)2bRAD-M only
Ralstonia_sp003851545,2.09E-05,0,s9_2,(2b)2bRAD-M only
Ralstonia_sp007997035,0.000195284,0.000250185,s9_2,shared
Ralstonia_sp900115545,6.13E-05,9.79E-05,s9_2,shared
Rodentibacter_sp901420285,4.83E-05,0,s9_2,(2b)2bRAD-M only
Rothia_aeria,0.014612831,0.013433913,s9_2,shared
Rothia_dentocariosa,0.000916655,0.000766809,s9_2,shared
Rothia_mucilaginosa,0.006161401,0.005782195,s9_2,shared
Rothia_mucilaginosa_A,0.000382467,0.000427323,s9_2,shared
Rothia_mucilaginosa_B,0.01081668,0.00982716,s9_2,shared
Rothia_sp001808955,0.004411684,0.005239929,s9_2,shared
Saccharimonas_sp010202265,0.00023222,0,s9_2,(2b)2bRAD-M only
Saccharimonas_sp013333625,0.000697018,0.000757422,s9_2,shared
Saccharimonas_sp013333645,0.000101537,0,s9_2,(2b)2bRAD-M only
Saccharimonas_sp013333675,0.000356358,0.000407552,s9_2,shared
Saccharimonas_sp013333795,0.00066014,0,s9_2,(2b)2bRAD-M only
Saccharimonas_sp013333845,0.000674511,0.000845263,s9_2,shared
Scardovia_wiggsiae,0.000197304,0.000177575,s9_2,shared
SDRK01_sp007845205,0.00033752,0,s9_2,(2b)2bRAD-M only
SDRW01_sp007845485,0.000547763,0,s9_2,(2b)2bRAD-M only
SDRW01_sp013333595,0.000164364,0,s9_2,(2b)2bRAD-M only
Selenomonas_sputigena,0.000468405,0.000530654,s9_2,shared
Shuttleworthia_satelles,5.95E-05,0,s9_2,(2b)2bRAD-M only
Simonsiella_muelleri,0.00010197,0.000167404,s9_2,shared
Slackia_exigua,8.18E-05,8.31E-05,s9_2,shared
Stomatobaculum_longum,6.27E-05,0,s9_2,(2b)2bRAD-M only
Streptococcus_cristatus,0.000857443,0,s9_2,(2b)2bRAD-M only
Streptococcus_cristatus_B,0.000570257,0,s9_2,(2b)2bRAD-M only
Streptococcus_cristatus_C,0.000365812,0,s9_2,(2b)2bRAD-M only
Streptococcus_gordonii,0.00067399,0,s9_2,(2b)2bRAD-M only
Streptococcus_infantis_H,0.00079901,0,s9_2,(2b)2bRAD-M only
Streptococcus_infantis_I,0.0013754,0,s9_2,(2b)2bRAD-M only
Streptococcus_koreensis,0.003726009,0.003614707,s9_2,shared
Streptococcus_mitis_AK,0.001382791,0,s9_2,(2b)2bRAD-M only
Streptococcus_mitis_BG,0.000892016,0,s9_2,(2b)2bRAD-M only
Streptococcus_mitis_O,0.001347253,0,s9_2,(2b)2bRAD-M only
Streptococcus_oralis_BD,0.001181491,0,s9_2,(2b)2bRAD-M only
Streptococcus_parasanguinis_B,2.28E-05,0,s9_2,(2b)2bRAD-M only
Streptococcus_pneumoniae,0.000936972,0,s9_2,(2b)2bRAD-M only
Streptococcus_pneumoniae_D,0.003211261,0,s9_2,(2b)2bRAD-M only
Streptococcus_rubneri,0.000660635,0,s9_2,(2b)2bRAD-M only
Streptococcus_salivarius,0.000608276,0,s9_2,(2b)2bRAD-M only
Streptococcus_sanguinis,0.012818362,0.016634039,s9_2,shared
Streptococcus_sanguinis_A,0.000436618,0,s9_2,(2b)2bRAD-M only
Streptococcus_sanguinis_D,0.00053521,0,s9_2,(2b)2bRAD-M only
Streptococcus_sanguinis_E,0.000874033,0,s9_2,(2b)2bRAD-M only
Streptococcus_sanguinis_F,0.000567273,0,s9_2,(2b)2bRAD-M only
Streptococcus_sanguinis_G,0.001181153,0,s9_2,(2b)2bRAD-M only
Streptococcus_sanguinis_H,0.005515481,0.008560137,s9_2,shared
Streptococcus_sanguinis_I,0.000470514,0.001534738,s9_2,shared
Streptococcus_sinensis,0.000143258,0,s9_2,(2b)2bRAD-M only
Streptococcus_sp000220065,0.000132246,0,s9_2,(2b)2bRAD-M only
Streptococcus_sp001587175,0.000397519,0,s9_2,(2b)2bRAD-M only
Streptococcus_sp001814775,0.000686567,0,s9_2,(2b)2bRAD-M only
Streptococcus_timonensis,0.000573439,0,s9_2,(2b)2bRAD-M only
Tannerella_forsythia,0.030094808,0.027492086,s9_2,shared
Tannerella_forsythia_A,0.000159059,0.000166134,s9_2,shared
Tannerella_sp002890585,0.000681964,0.000759812,s9_2,shared
Tannerella_sp003033925,0.000849691,0.000851579,s9_2,shared
Treponema_B_denticola,0.010200591,0.011567717,s9_2,shared
Treponema_B_denticola_A,0.004976911,0.006274119,s9_2,shared
Treponema_B_putidum,0.000550381,0.000685562,s9_2,shared
Treponema_C_lecithinolyticum,0.00453231,0.005256308,s9_2,shared
Treponema_C_maltophilum,0.00072747,0.000917391,s9_2,shared
Treponema_D_buccale,0.00035058,0.000478175,s9_2,shared
Treponema_D_paredis,0.000140352,0.000225108,s9_2,shared
Treponema_D_socranskii,0.000934295,0.00108958,s9_2,shared
Treponema_D_sp014334325,0.000302262,0.000333315,s9_2,shared
Treponema_D_sp014334335,0.000150544,0.000216156,s9_2,shared
Treponema_medium,0.000950471,0.001041751,s9_2,shared
Treponema_sp000775995,0.000558075,0.000634735,s9_2,shared
Treponema_sp010365865,0.000777979,0.001114055,s9_2,shared
Treponema_vincentii,0.000619812,0.000677796,s9_2,shared
UBA1103_sp004138455,0.00173202,0.00124525,s9_2,shared
UBA1103_sp013333515,0.002038542,0.001231253,s9_2,shared
UBA2866_sp004138405,0.000164511,0,s9_2,(2b)2bRAD-M only
UBA2866_sp007845165,0.000243277,0,s9_2,(2b)2bRAD-M only
UBA2866_sp013332955,0.000114986,0,s9_2,(2b)2bRAD-M only
UBA2866_sp013332965,0.000176739,0,s9_2,(2b)2bRAD-M only
UBA2866_sp013333135,0.000210975,0,s9_2,(2b)2bRAD-M only
UBA2866_sp013333375,0.000204865,0,s9_2,(2b)2bRAD-M only
Veillonella_atypica,0.000217883,0,s9_2,(2b)2bRAD-M only
Veillonella_dispar_A,0.001910073,0.002187088,s9_2,shared
Veillonella_infantium,0.001850726,0.001303256,s9_2,shared
Veillonella_parvula_A,0.001809532,0.001629793,s9_2,shared
Veillonella_rogosae,0.007601287,0.006728268,s9_2,shared
Veillonella_sp900549845,0.000435023,0,s9_2,(2b)2bRAD-M only
Veillonella_sp900552445,0.012497155,0.010962531,s9_2,shared
Veillonella_tobetsuensis,0.001957038,0.001736008,s9_2,shared
W11650_sp002999035,0.002714383,0.003423903,s9_2,shared
W5053_sp000467935,0.001793836,0.002275707,s9_2,shared
Xanthomonas_campestris,1.75E-05,0,s9_2,(2b)2bRAD-M only
Abiotrophia_defectiva,7.23E-05,7.16E-05,s9_6,shared
Abiotrophia_sp001815865,5.28E-05,4.21E-05,s9_6,shared
Acinetobacter_ursingii,4.65E-06,4.82E-06,s9_6,shared
Actinobacillus_ureae,8.53E-06,1.31E-05,s9_6,shared
Actinomyces_dentalis,9.79E-06,1.27E-05,s9_6,shared
Actinomyces_gerencseriae,2.44E-05,3.03E-05,s9_6,shared
Actinomyces_graevenitzii,0.002544363,0.0027366,s9_6,shared
Actinomyces_israelii,1.38E-06,1.92E-06,s9_6,shared
Actinomyces_johnsonii,1.33E-05,1.88E-05,s9_6,shared
Actinomyces_massiliensis,1.90E-05,2.69E-05,s9_6,shared
Actinomyces_naeslundii,7.61E-05,8.79E-05,s9_6,shared
Actinomyces_oris,0.000322215,0.000426147,s9_6,shared
Actinomyces_oris_A,0.000282711,0.000356951,s9_6,shared
Actinomyces_oris_B,2.13E-05,2.97E-05,s9_6,shared
Actinomyces_oris_C,4.19E-05,4.09E-05,s9_6,shared
Actinomyces_oris_D,1.01E-05,1.17E-05,s9_6,shared
Actinomyces_oris_E,0.000218848,0.000260558,s9_6,shared
Actinomyces_sp000195595,7.63E-06,7.73E-06,s9_6,shared
Actinomyces_sp000220835,1.01E-06,0,s9_6,(2b)2bRAD-M only
Actinomyces_sp001278845,3.55E-06,4.22E-06,s9_6,shared
Actinomyces_sp002999235,2.64E-06,0,s9_6,(2b)2bRAD-M only
Actinomyces_sp900323545,5.68E-06,5.12E-06,s9_6,shared
Actinomyces_timonensis,9.93E-06,1.38E-05,s9_6,shared
Actinomyces_viscosus,2.16E-06,0,s9_6,(2b)2bRAD-M only
Aggregatibacter_actinomycetemcomitans,1.22E-05,3.76E-05,s9_6,shared
Aggregatibacter_aphrophilus,0.000625978,0.000568493,s9_6,shared
Aggregatibacter_kilianii,0.000258837,0.00042332,s9_6,shared
Aggregatibacter_segnis,0.002229972,0.002976911,s9_6,shared
Aggregatibacter_segnis_A,0.002209776,0.002662107,s9_6,shared
Aggregatibacter_sp000466335,0.004191889,0.005136351,s9_6,shared
Alistipes_A_ihumii,0,5.71E-06,s9_6,(WMS)2bRAD-M only
Allisonella_pneumosintes,0.000157615,0.000178876,s9_6,shared
Alloprevotella_rava,0.005354932,0.005286976,s9_6,shared
Alloprevotella_sp900317635,2.51E-06,6.58E-06,s9_6,shared
Alloprevotella_tannerae,0.004228338,0.005100297,s9_6,shared
Anaeroglobus_geminatus,1.63E-05,2.16E-05,s9_6,shared
Anaeroglobus_micronuciformis,0.011025611,0.01111646,s9_6,shared
Aquitalea_magnusonii,1.14E-05,1.53E-05,s9_6,shared
Arachnia_propionica,6.93E-05,7.82E-05,s9_6,shared
Arachnia_sp013333735,0.000144445,0.000161983,s9_6,shared
Arachnia_sp013333945,1.18E-05,1.04E-05,s9_6,shared
Arachnia_sp900607225,4.68E-06,3.06E-06,s9_6,shared
Atopobium_minutum,1.75E-05,0,s9_6,(2b)2bRAD-M only
Bacillus_A_bombysepticus,3.84E-07,1.97E-06,s9_6,shared
Bacteroides_D_periocalifornicus,2.41E-05,2.88E-05,s9_6,shared
Bacteroides_heparinolyticus,9.91E-05,0.000116477,s9_6,shared
Bacteroides_pyogenes_A,3.24E-06,4.53E-06,s9_6,shared
Bacteroides_sp900552405,2.00E-05,3.77E-05,s9_6,shared
Bacteroides_sp900762525,0,1.06E-05,s9_6,(WMS)2bRAD-M only
Bacteroides_zoogleoformans,4.07E-05,4.51E-05,s9_6,shared
Barnesiella_sp002159975,0,8.36E-06,s9_6,(WMS)2bRAD-M only
Basfia_A_rossii,7.31E-05,0,s9_6,(2b)2bRAD-M only
Bergeyella_A_cardium,0.000263095,0.000275813,s9_6,shared
Bulleidia_extructa,8.46E-05,7.68E-05,s9_6,shared
Bulleidia_moorei,0.001278395,0.001180931,s9_6,shared
Bulleidia_sp900554555,0.001330732,0.001165085,s9_6,shared
CAG-485_sp002493045,7.83E-07,0,s9_6,(2b)2bRAD-M only
CAG-485_sp009775375,2.37E-06,0,s9_6,(2b)2bRAD-M only
CAG-617_sp000438115,5.55E-05,0.000193486,s9_6,shared
CAG-791_sp900625025,3.42E-06,0,s9_6,(2b)2bRAD-M only
CAG-793_sp013333035,0.001263728,0.001170183,s9_6,shared
CAG-793_sp013333395,0.002362745,0.002295381,s9_6,shared
Campylobacter_A_concisus_A,0.000121979,0.00015792,s9_6,shared
Campylobacter_A_concisus_B,2.58E-05,6.89E-05,s9_6,shared
Campylobacter_A_concisus_C,0.000547199,0.000879272,s9_6,shared
Campylobacter_A_concisus_D,0.000102305,0.000192799,s9_6,shared
Campylobacter_A_concisus_F,0.000392035,0.000353527,s9_6,shared
Campylobacter_A_concisus_G,1.18E-05,0,s9_6,(2b)2bRAD-M only
Campylobacter_A_concisus_I,0.000131602,0.000246532,s9_6,shared
Campylobacter_A_concisus_J,4.18E-05,5.93E-05,s9_6,shared
Campylobacter_A_concisus_K,4.54E-05,0,s9_6,(2b)2bRAD-M only
Campylobacter_A_concisus_L,2.13E-05,0,s9_6,(2b)2bRAD-M only
Campylobacter_A_concisus_M,4.38E-05,0,s9_6,(2b)2bRAD-M only
Campylobacter_A_concisus_O,2.13E-05,0,s9_6,(2b)2bRAD-M only
Campylobacter_A_concisus_P,1.53E-05,0,s9_6,(2b)2bRAD-M only
Campylobacter_A_concisus_Q,5.87E-05,0.00012235,s9_6,shared
Campylobacter_A_concisus_R,0.000239568,0.000377093,s9_6,shared
Campylobacter_A_concisus_T,0.000993566,0.001200702,s9_6,shared
Campylobacter_A_concisus_U,3.41E-05,0,s9_6,(2b)2bRAD-M only
Campylobacter_A_concisus_W,3.52E-05,0,s9_6,(2b)2bRAD-M only
Campylobacter_A_concisus_Y,2.77E-05,0,s9_6,(2b)2bRAD-M only
Campylobacter_A_curvus,1.88E-05,2.86E-05,s9_6,shared
Campylobacter_A_rectus,0.000199499,0.000292731,s9_6,shared
Campylobacter_A_showae,0.000120572,0.000138816,s9_6,shared
Campylobacter_A_showae_A,0.001937989,0.002590133,s9_6,shared
Campylobacter_A_showae_B,6.93E-05,0.000118366,s9_6,shared
Campylobacter_A_showae_D,7.42E-05,8.28E-05,s9_6,shared
Campylobacter_A_showae_E,0.000254654,0.000268247,s9_6,shared
Campylobacter_A_sp014253065,7.14E-05,9.70E-05,s9_6,shared
Campylobacter_B_gracilis,9.24E-06,1.25E-05,s9_6,shared
Campylobacter_B_sp900539505,1.29E-05,1.97E-05,s9_6,shared
Capnocytophaga_canimorsus,0,2.68E-05,s9_6,(WMS)2bRAD-M only
Capnocytophaga_endodontalis,0.000140372,0.000155716,s9_6,shared
Capnocytophaga_gingivalis,0.001707134,0.001407221,s9_6,shared
Capnocytophaga_granulosa,0.001074898,0.001023891,s9_6,shared
Capnocytophaga_leadbetteri,0.004520599,0.00440065,s9_6,shared
Capnocytophaga_ochracea,0.000301159,0.000298054,s9_6,shared
Capnocytophaga_sp000192225,6.38E-05,5.57E-05,s9_6,shared
Capnocytophaga_sp000318275,0.0001252,0.000127757,s9_6,shared
Capnocytophaga_sp000466425,3.60E-05,2.95E-05,s9_6,shared
Capnocytophaga_sp002999135,2.75E-05,2.52E-05,s9_6,shared
Capnocytophaga_sputigena,0.000225573,0.000214113,s9_6,shared
Cardiobacterium_hominis,9.08E-05,0.000125068,s9_6,shared
Cardiobacterium_valvarum,2.15E-05,2.67E-05,s9_6,shared
Catonella_morbi,0.000136429,0.000131925,s9_6,shared
Centipeda_artemidis,2.43E-05,2.73E-05,s9_6,shared
Centipeda_felix,0.001265222,0.001518555,s9_6,shared
Centipeda_flueggei,8.35E-05,9.85E-05,s9_6,shared
Centipeda_infelix,5.35E-05,6.65E-05,s9_6,shared
Centipeda_massiliensis,0.000144703,0.00016172,s9_6,shared
Centipeda_noxia,4.32E-05,4.75E-05,s9_6,shared
Centipeda_periodontii,6.31E-05,7.32E-05,s9_6,shared
Centipeda_sp000286455,2.30E-05,1.81E-05,s9_6,shared
Centipeda_sp000315545,1.39E-06,4.19E-06,s9_6,shared
Centipeda_sp000318175,3.24E-05,3.62E-05,s9_6,shared
Centipeda_sp000468035,1.90E-05,2.63E-05,s9_6,shared
Centipeda_sp001683335,3.97E-05,5.27E-05,s9_6,shared
Centipeda_sp001717585,1.84E-05,2.19E-05,s9_6,shared
Corynebacterium_durum,0.000529372,0.000569549,s9_6,shared
Corynebacterium_matruchotii,0.000414337,0.000446877,s9_6,shared
Cryptobacterium_curtum,1.93E-06,3.54E-06,s9_6,shared
Cutibacterium_acnes,3.55E-05,2.86E-05,s9_6,shared
Desulfovibrio_sp000403945,9.63E-06,1.61E-05,s9_6,shared
Desulfovibrio_sp003860215,8.38E-06,9.24E-06,s9_6,shared
Dialister_invisus,0.007537229,0.007594417,s9_6,shared
Dialister_sp900555245,0.000138686,0.000218978,s9_6,shared
Duncaniella_dubosii,3.51E-05,5.92E-05,s9_6,shared
Eggerthia_catenaformis,2.85E-05,0,s9_6,(2b)2bRAD-M only
Eikenella_corrodens,0.000392137,0.00050539,s9_6,shared
Eikenella_corrodens_B,0.000161751,0.000101752,s9_6,shared
Eikenella_exigua,2.74E-05,2.61E-05,s9_6,shared
Eikenella_halliae,3.28E-05,4.58E-05,s9_6,shared
Eikenella_longinqua,1.52E-06,5.34E-06,s9_6,shared
Enterobacter_hormaechei_A,5.50E-05,6.62E-05,s9_6,shared
Eubacterium_A_nodatum,0.000148904,0.000150857,s9_6,shared
Eubacterium_B_infirmum,0.000138554,0.000137398,s9_6,shared
Eubacterium_B_sulci,0.001892901,0.001755159,s9_6,shared
Eubacterium_M_brachy,0.000205148,0.000206344,s9_6,shared
Eubacterium_N_saphenum,0.000122802,0.000129436,s9_6,shared
F0040_sp000318095,0.003115546,0.003198216,s9_6,shared
F0040_sp003639005,0.005336066,0.006603503,s9_6,shared
F0040_sp003859795,0.000153121,0.000192998,s9_6,shared
F0040_sp900095835,0.013820887,0.015019941,s9_6,shared
F0058_sp000163695,0.000352274,0.000319399,s9_6,shared
F0422_sp001553345,0.006637966,0.006186407,s9_6,shared
F0422_sp003992005,4.93E-05,4.98E-05,s9_6,shared
F0422_sp003992015,0.000272262,0.000169443,s9_6,shared
F0422_sp003992055,0.00014868,0.000111482,s9_6,shared
F0422_sp003992135,1.37E-05,1.56E-05,s9_6,shared
F0422_sp003992315,0.000121281,8.42E-05,s9_6,shared
F0422_sp003999875,0.000330441,0.00028035,s9_6,shared
F0422_sp900544365,1.66E-05,2.66E-05,s9_6,shared
F0422_sp900766245,8.81E-05,0.000136123,s9_6,shared
F0428_sp003043955,7.28E-05,7.77E-05,s9_6,shared
Filifactor_alocis,0.000613185,0.000575334,s9_6,shared
Flexilinea_sp001717545,2.34E-06,3.52E-06,s9_6,shared
Fretibacterium_fastidiosum,3.60E-05,4.22E-05,s9_6,shared
Fretibacterium_sp003860125,1.45E-06,0,s9_6,(2b)2bRAD-M only
Fusarium_graminearum,9.68E-08,0,s9_6,(2b)2bRAD-M only
Fusobacterium_animalis,0.000372204,0.000491346,s9_6,shared
Fusobacterium_hwasookii,9.35E-05,0,s9_6,(2b)2bRAD-M only
Fusobacterium_massiliense,0.000165906,0.000212958,s9_6,shared
Fusobacterium_nucleatum_J,0.000361838,0.000401748,s9_6,shared
Fusobacterium_periodonticum_B,0.001207888,0.003566799,s9_6,shared
Fusobacterium_periodonticum_D,0.009119542,0.008490935,s9_6,shared
Fusobacterium_polymorphum,0.001955337,0.001431695,s9_6,shared
Fusobacterium_pseudoperiodonticum,0.00217587,0.003255333,s9_6,shared
Fusobacterium_sp000235465,0.000112476,0,s9_6,(2b)2bRAD-M only
Fusobacterium_vincentii,0.000867148,0.001161627,s9_6,shared
Gemella_haemolysans,0.000177293,0.000204932,s9_6,shared
Gemella_haemolysans_A,0.001252901,0.001130502,s9_6,shared
Gemella_haemolysans_B,0.000169244,0.000120358,s9_6,shared
Gemella_morbillorum,0.002278368,0.001894835,s9_6,shared
Gemella_sanguinis,0.002699149,0.002990992,s9_6,shared
Gemella_sp002871655,0.000811851,0.000680514,s9_6,shared
Gemella_sp900555985,0.001325729,0.00094151,s9_6,shared
Gemella_sp900766305,0.000101627,8.07E-05,s9_6,shared
GN02-872_sp003260325,0.000153295,0.000145772,s9_6,shared
GN02-873_sp003260345,0.000219838,0.000227191,s9_6,shared
GN02-873_sp013332525,0.00037371,0.000419931,s9_6,shared
Granulicatella_adiacens,0.001215151,0.001215943,s9_6,shared
Granulicatella_elegans,0.001547687,0.001704247,s9_6,shared
Granulicatella_sp001058355,0.00178033,0.001907078,s9_6,shared
Granulicatella_sp001071995,0.000588978,0.000643826,s9_6,shared
Granulicatella_sp900551535,0.000596348,0.0006268,s9_6,shared
Haemophilus_A_parahaemolyticus,9.29E-05,0.00015256,s9_6,shared
Haemophilus_A_paraphrohaemolyticus,5.65E-05,2.43E-05,s9_6,shared
Haemophilus_A_sputorum,0.001775781,0.001988588,s9_6,shared
Haemophilus_D_parainfluenzae,0.014902165,0.016218204,s9_6,shared
Haemophilus_D_parainfluenzae_A,0.00117107,0.001777279,s9_6,shared
Haemophilus_D_parainfluenzae_J,0.000970741,0.001905526,s9_6,shared
Haemophilus_D_parainfluenzae_K,0.010421307,0.012264165,s9_6,shared
Haemophilus_D_parainfluenzae_L,0.005956719,0.007135112,s9_6,shared
Haemophilus_D_parainfluenzae_M,0.020975007,0.022342393,s9_6,shared
Haemophilus_D_parainfluenzae_N,0.006631157,0.007479269,s9_6,shared
Haemophilus_D_pittmaniae,7.61E-06,2.14E-05,s9_6,shared
Haemophilus_D_sp001679485,0.00632723,0.006944723,s9_6,shared
Haemophilus_D_sp001815355,0.006454276,0.007609897,s9_6,shared
Haemophilus_D_sp900755445,0.001105316,0.001588872,s9_6,shared
Haemophilus_D_sp900756155,0.002038862,0.002383288,s9_6,shared
Haemophilus_D_sp900756875,0.001317475,0.001742119,s9_6,shared
Haemophilus_D_sp900764435,0.001160418,0.001161446,s9_6,shared
Haemophilus_haemolyticus,0.002193734,0.003192526,s9_6,shared
Haemophilus_haemolyticus_I,0.000241491,0.000395682,s9_6,shared
Haemophilus_influenzae,1.54E-05,3.00E-05,s9_6,shared
Haemophilus_influenzae_D,7.98E-05,6.57E-05,s9_6,shared
Haemophilus_quentini,0.00016478,0.000383804,s9_6,shared
Haemophilus_sp001276515,0.000201566,0.000200596,s9_6,shared
