Species,col_mpa,col_2bp,Group,Color
Corynebacterium_durum,0,0.000116428,s9_12,(WMS)2bRAD-M only
Corynebacterium_matruchotii,0.002721613,0.002826242,s9_12,shared
Cutibacterium_acnes,0.001145167,0.001948109,s9_12,shared
Desulfobulbus_oralis,0.002036224,0.002116629,s9_12,shared
Dialister_invisus,0.003420469,0.004341735,s9_12,shared
Eikenella_corrodens,0.001790988,0.00239517,s9_12,shared
Eikenella_corrodens_B,0,0.00026445,s9_12,(WMS)2bRAD-M only
Eikenella_exigua,0,0.00038652,s9_12,(WMS)2bRAD-M only
Eikenella_halliae,0.000887507,0.000651911,s9_12,shared
Eubacterium_A_minutum,0,0.001425415,s9_12,(WMS)2bRAD-M only
Eubacterium_A_nodatum,0,0.002889553,s9_12,(WMS)2bRAD-M only
Eubacterium_B_infirmum,0.001951243,0.002511645,s9_12,shared
Eubacterium_M_brachy,0.013861965,0.013964932,s9_12,shared
Eubacterium_N_saphenum,0.013909676,0.01159758,s9_12,shared
F0040_sp000318095,0,0.000173535,s9_12,(WMS)2bRAD-M only
F0040_sp003639005,0,0.000134278,s9_12,(WMS)2bRAD-M only
F0040_sp900095835,0,0.00069787,s9_12,(WMS)2bRAD-M only
F0058_sp000163695,0.045905878,0.031873306,s9_12,shared
F0058_sp905372605,0.003083464,0,s9_12,(WMS)MPA only
Filifactor_alocis,0.028028362,0.024685284,s9_12,shared
Flexilinea_sp001717545,0.000320196,0.000734054,s9_12,shared
Fretibacterium_fastidiosum,0.004550394,0.005209565,s9_12,shared
Fretibacterium_sp003860125,0,0.000373543,s9_12,(WMS)2bRAD-M only
Fusobacterium_animalis,0.007874918,0.009689916,s9_12,shared
Fusobacterium_nucleatum,0.011356461,0.013235993,s9_12,shared
Fusobacterium_nucleatum_J,0.011955302,0,s9_12,(WMS)MPA only
Fusobacterium_polymorphum,0.010028489,0,s9_12,(WMS)MPA only
Fusobacterium_pseudoperiodonticum,0.015587077,0.017195824,s9_12,shared
Fusobacterium_vincentii,0.047411435,0.045663449,s9_12,shared
Gemella_morbillorum,0.001502843,0.002219419,s9_12,shared
Gemella_sanguinis,0.004585785,0.00647093,s9_12,shared
GN02-872_sp002761215,0.003566525,0,s9_12,(WMS)MPA only
GN02-872_sp003260325,0.0013998,0,s9_12,(WMS)MPA only
Granulicatella_adiacens,0,0.00049951,s9_12,(WMS)2bRAD-M only
Granulicatella_sp001058355,0.001572896,0.001746973,s9_12,shared
Haemophilus_A_sputorum,0.005477051,0.007492917,s9_12,shared
Haemophilus_D_parainfluenzae,0.056619233,0.008100717,s9_12,shared
Haemophilus_D_parainfluenzae_A,0,0.003136844,s9_12,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_J,0,0.002287018,s9_12,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_K,0,0.009312709,s9_12,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_L,0,0.002632733,s9_12,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_M,0,0.007294865,s9_12,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_N,0,0.002739032,s9_12,(WMS)2bRAD-M only
Haemophilus_D_sp001679485,0,0.006693684,s9_12,(WMS)2bRAD-M only
Haemophilus_D_sp001815355,0,0.008422905,s9_12,(WMS)2bRAD-M only
Haemophilus_D_sp900755445,0,0.003574306,s9_12,(WMS)2bRAD-M only
Haemophilus_D_sp900756155,0,0.002320661,s9_12,(WMS)2bRAD-M only
Haemophilus_D_sp900756875,0,0.004298473,s9_12,(WMS)2bRAD-M only
Haemophilus_haemolyticus,0,0.003329476,s9_12,(WMS)2bRAD-M only
Haemophilus_influenzae,0.002445056,0,s9_12,(WMS)MPA only
Haemophilus_sp002998595,0,0.001095282,s9_12,(WMS)2bRAD-M only
Hornefia_minuta,0.001266063,0,s9_12,(WMS)MPA only
Hornefia_nodata,0.002507279,0,s9_12,(WMS)MPA only
HOT-345_sp003260355,0.00127619,0.000831492,s9_12,shared
HOT-345_sp013333295,0.001665394,0.001523275,s9_12,shared
HOT-345_sp013333605,0.002888027,0.002353066,s9_12,shared
JABCPE02_sp013333255,0.000524925,0.000801809,s9_12,shared
JABCPG02_sp013333195,0,0.00073941,s9_12,(WMS)2bRAD-M only
JABZIP01_sp015258265,0.002215167,0,s9_12,(WMS)MPA only
Johnsonella_ignava,0.008306718,0.007383598,s9_12,shared
Johnsonella_sp900766185,0.001935478,0.001250674,s9_12,shared
Kingella_B_oralis,3.99E-05,0.000152783,s9_12,shared
Klebsiella_pneumoniae,0,6.09E-05,s9_12,(WMS)2bRAD-M only
Lachnoanaerobaculum_sp000209465,0.00024628,0.001301777,s9_12,shared
Lachnoanaerobaculum_sp000287675,3.28E-05,0,s9_12,(WMS)MPA only
Lachnoanaerobaculum_sp000296385,0,0.000735333,s9_12,(WMS)2bRAD-M only
Lancefieldella_rimae,0,0.000262046,s9_12,(WMS)2bRAD-M only
Lautropia_dentalis,0.000401315,0.001041368,s9_12,shared
Lautropia_mirabilis,0.00797817,0.005154148,s9_12,shared
Lawsonella_clevelandensis_A,0,0.000307467,s9_12,(WMS)2bRAD-M only
Leptotrichia_A_sp000469505,0.002509158,0.001319457,s9_12,shared
Leptotrichia_A_sp001274535,0.004254314,0.001331592,s9_12,shared
Leptotrichia_buccalis,0.001341858,0.001554878,s9_12,shared
Leptotrichia_hofstadii,0.000297437,0.00177315,s9_12,shared
Metamycoplasma_salivarium,0.001733463,0,s9_12,(WMS)MPA only
Mogibacterium_diversum,0,0.000324807,s9_12,(WMS)2bRAD-M only
Mogibacterium_timidum,0.004231973,0.005139943,s9_12,shared
Nanogingivalis_sp900555945,0.000734248,0,s9_12,(WMS)MPA only
Nanosynbacter_sp005697215,0.001624052,0,s9_12,(WMS)MPA only
Neisseria_cinerea,0,0.000420614,s9_12,(WMS)2bRAD-M only
Neisseria_elongata,0.007961153,0.011999769,s9_12,shared
Neisseria_flavescens,0,0.000727905,s9_12,(WMS)2bRAD-M only
Neisseria_flavescens_A,0,0.001370205,s9_12,(WMS)2bRAD-M only
Neisseria_flavescens_B,0,0.012938204,s9_12,(WMS)2bRAD-M only
Neisseria_flavescens_C,0,0.003009209,s9_12,(WMS)2bRAD-M only
Neisseria_lactamica_B,0,0.00123265,s9_12,(WMS)2bRAD-M only
Neisseria_macacae,0,0.001943795,s9_12,(WMS)2bRAD-M only
Neisseria_meningitidis,0,0.001313105,s9_12,(WMS)2bRAD-M only
Neisseria_mucosa,0,0.002040447,s9_12,(WMS)2bRAD-M only
Neisseria_mucosa_A,0,0.00271429,s9_12,(WMS)2bRAD-M only
Neisseria_perflava,0,0.001782359,s9_12,(WMS)2bRAD-M only
Neisseria_sicca,0,0.001291362,s9_12,(WMS)2bRAD-M only
Neisseria_sicca_A,0,0.001892437,s9_12,(WMS)2bRAD-M only
Neisseria_sicca_B,0.005410548,0.001954241,s9_12,shared
Neisseria_sicca_C,0,0.001326186,s9_12,(WMS)2bRAD-M only
Neisseria_sicca_D,0,0.002584434,s9_12,(WMS)2bRAD-M only
Neisseria_sp000090875,0.107728319,0.072167912,s9_12,shared
Neisseria_sp000186165,0,0.005785531,s9_12,(WMS)2bRAD-M only
Neisseria_sp000227275,0,0.001658317,s9_12,(WMS)2bRAD-M only
Neisseria_sp001809325,0,0.001018765,s9_12,(WMS)2bRAD-M only
Neisseria_sp002237445,0,0.000137045,s9_12,(WMS)2bRAD-M only
Neisseria_subflava,0,0.010312981,s9_12,(WMS)2bRAD-M only
Neisseria_subflava_A,0,0.006532115,s9_12,(WMS)2bRAD-M only
Neisseria_subflava_B,0,0.001384609,s9_12,(WMS)2bRAD-M only
Neisseria_subflava_C,0.058815398,0.010540807,s9_12,shared
Olsenella_F_sp001189515,0.000533695,0,s9_12,(WMS)MPA only
Olsenella_sp001189515,0,0.000578009,s9_12,(WMS)2bRAD-M only
Olsenella_uli,0,9.93E-05,s9_12,(WMS)2bRAD-M only
Oribacterium_asaccharolyticum,0,0.000262683,s9_12,(WMS)2bRAD-M only
Oribacterium_parvum,0,0.000432809,s9_12,(WMS)2bRAD-M only
Oribacterium_sinus,0,0.001715777,s9_12,(WMS)2bRAD-M only
Oribacterium_sp000160135,0.000201075,0.000417017,s9_12,shared
Ottowia_sp001262075,0.017832728,0.01635072,s9_12,shared
Parvimonas_micra,0.002775588,0.003541645,s9_12,shared
Parvimonas_sp015257355,0.002091661,0,s9_12,(WMS)MPA only
Pauljensenia_cardiffensis,0.000101582,0.000456263,s9_12,shared
Pauljensenia_georgiae,0.000514067,0.000484854,s9_12,shared
Pauljensenia_hongkongensis,0,0.000193533,s9_12,(WMS)2bRAD-M only
Pauljensenia_odontolytica_A,0,0.000305566,s9_12,(WMS)2bRAD-M only
Pauljensenia_odontolytica_B,0,0.000638897,s9_12,(WMS)2bRAD-M only
Pauljensenia_sp000185285,0,0.000147548,s9_12,(WMS)2bRAD-M only
Pauljensenia_sp000278725,0.0007687,0.000570447,s9_12,shared
Pauljensenia_sp001064145,0,0.000213884,s9_12,(WMS)2bRAD-M only
Pauljensenia_sp001072465,0,0.000254189,s9_12,(WMS)2bRAD-M only
Pauljensenia_sp001838165,0,0.000491866,s9_12,(WMS)2bRAD-M only
Pauljensenia_sp902373545,0,0.000159216,s9_12,(WMS)2bRAD-M only
Peptidiphaga_gingivicola,0.000890848,0.000697214,s9_12,shared
Peptidiphaga_sp000466165,0,0.000627618,s9_12,(WMS)2bRAD-M only
Peptoanaerobacter_stomatis,0,0.000924504,s9_12,(WMS)2bRAD-M only
Peptoanaerobacter_yurii,0.003561827,0.002598176,s9_12,shared
Peptostreptococcus_sp900759325,0.000229263,0,s9_12,(WMS)MPA only
Peptostreptococcus_stomatis,0.001131804,0,s9_12,(WMS)MPA only
Porphyromonas_catoniae,0.001186823,0.001583383,s9_12,shared
Porphyromonas_endodontalis,0.0261336,0.016705038,s9_12,shared
Porphyromonas_pasteri,0.006505499,0.005986548,s9_12,shared
Porphyromonas_sp000467855,0,0.000113622,s9_12,(WMS)2bRAD-M only
Porphyromonas_sp905372525,0.000528892,0,s9_12,(WMS)MPA only
Prevotella_aurantiaca,0,0.000422478,s9_12,(WMS)2bRAD-M only
Prevotella_baroniae,0.000173931,0.000528977,s9_12,shared
Prevotella_buccae,0,0.000299544,s9_12,(WMS)2bRAD-M only
Prevotella_conceptionensis,0.003158633,0.003055448,s9_12,shared
Prevotella_denticola,0,0.000117199,s9_12,(WMS)2bRAD-M only
Prevotella_enoeca,0.000272381,0.00092984,s9_12,shared
Prevotella_intermedia,0.019621732,0.026488723,s9_12,shared
Prevotella_koreensis,0.003567778,0.003411661,s9_12,shared
Prevotella_loescheii,0.003561409,0.003507877,s9_12,shared
Prevotella_maculosa,0,0.000197316,s9_12,(WMS)2bRAD-M only
Prevotella_marshii,0,0.000239743,s9_12,(WMS)2bRAD-M only
Prevotella_melaninogenica,0.000309234,0.000676619,s9_12,shared
Prevotella_melaninogenica_A,0,0.000372417,s9_12,(WMS)2bRAD-M only
Prevotella_micans,0.000983869,0.001234898,s9_12,shared
Prevotella_nanceiensis,0.000584224,0.000691706,s9_12,shared
Prevotella_nigrescens,0.000990759,0.00230439,s9_12,shared
Prevotella_oralis,0,0.000124273,s9_12,(WMS)2bRAD-M only
Prevotella_oris,0.004957346,0.004837236,s9_12,shared
Prevotella_oulorum,0,0.00017101,s9_12,(WMS)2bRAD-M only
Prevotella_pallens,0.000128517,0.000654034,s9_12,shared
Prevotella_pleuritidis,0.024663225,0.027325922,s9_12,shared
Prevotella_saccharolytica,0.000282716,0.000561471,s9_12,shared
Prevotella_seregens,0.000389727,0.000993544,s9_12,shared
Prevotella_shahii,0.000124341,0.000348856,s9_12,shared
Prevotella_sp003043925,0,0.000171256,s9_12,(WMS)2bRAD-M only
Prevotella_sp013333285,0,0.000195229,s9_12,(WMS)2bRAD-M only
Pseudoleptotrichia_goodfellowii,0.00289784,0.004207249,s9_12,shared
Ralstonia_mannitolilytica,0,0.000224744,s9_12,(WMS)2bRAD-M only
Ralstonia_pickettii,0,0.000362195,s9_12,(WMS)2bRAD-M only
Ralstonia_sp000620465,0,0.001952477,s9_12,(WMS)2bRAD-M only
Ralstonia_sp007997035,0,0.000185631,s9_12,(WMS)2bRAD-M only
Rothia_aeria,0.001058098,0.002039855,s9_12,shared
Rothia_dentocariosa,0.001007568,0.002134006,s9_12,shared
Rothia_mucilaginosa,0.058864884,0.022982257,s9_12,shared
Rothia_mucilaginosa_A,0,0.001999342,s9_12,(WMS)2bRAD-M only
Rothia_mucilaginosa_B,0,0.033722266,s9_12,(WMS)2bRAD-M only
Rothia_sp001808955,0,0.016340271,s9_12,(WMS)2bRAD-M only
Rothia_sp902373285,0,0.000368961,s9_12,(WMS)2bRAD-M only
Saccharimonas_sp013333625,0,0.001010224,s9_12,(WMS)2bRAD-M only
Saccharimonas_sp013333675,0,0.000575063,s9_12,(WMS)2bRAD-M only
Saccharimonas_sp013333795,0,0.001146885,s9_12,(WMS)2bRAD-M only
Saccharimonas_sp013333845,0,0.001184591,s9_12,(WMS)2bRAD-M only
Saccharimonas_sp015257605,0.00348384,0,s9_12,(WMS)MPA only
Saccharimonas_sp905371715,8.45E-05,0,s9_12,(WMS)MPA only
Selenomonas_sputigena,0.000501122,0.000768884,s9_12,shared
Slackia_exigua,0,0.000447184,s9_12,(WMS)2bRAD-M only
Streptococcus_constellatus,0.001176905,0.0024653,s9_12,shared
Streptococcus_cristatus,0.007121043,0.00457445,s9_12,shared
Streptococcus_cristatus_C,0,0.003035129,s9_12,(WMS)2bRAD-M only
Streptococcus_infantis,0.004557702,0,s9_12,(WMS)MPA only
Streptococcus_intermedius,6.93E-05,0.000893721,s9_12,shared
Streptococcus_koreensis,0,0.030999476,s9_12,(WMS)2bRAD-M only
Streptococcus_oralis_S,0.000970506,0,s9_12,(WMS)MPA only
Streptococcus_rubneri,0.000910789,0.00128349,s9_12,shared
Streptococcus_sanguinis,0.004184784,0,s9_12,(WMS)MPA only
Streptococcus_sanguinis_G,0,0.003741818,s9_12,(WMS)2bRAD-M only
Streptococcus_sp001587175,0,0.002617844,s9_12,(WMS)2bRAD-M only
Streptococcus_sp004166885,0,0.001804699,s9_12,(WMS)2bRAD-M only
Streptococcus_symci,0.002146158,0,s9_12,(WMS)MPA only
Streptococcus_xiaochunlingii,0.015394876,0,s9_12,(WMS)MPA only
Tannerella_forsythia,0.035964981,0.04344406,s9_12,shared
Tannerella_sp002890585,0.00215451,0.004220885,s9_12,shared
Tannerella_sp003033925,0.008723902,0.009521088,s9_12,shared
TM7x_sp005697215,0,0.001958015,s9_12,(WMS)2bRAD-M only
Treponema_B_denticola,0.007221163,0.010395562,s9_12,shared
Treponema_B_denticola_A,0,0.004284805,s9_12,(WMS)2bRAD-M only
Treponema_B_putidum,0,0.000513036,s9_12,(WMS)2bRAD-M only
Treponema_C_lecithinolyticum,0.010322063,0.00973217,s9_12,shared
Treponema_C_maltophilum,0.001257815,0.000928757,s9_12,shared
Treponema_D_buccale,0.000303701,0.000346267,s9_12,shared
Treponema_D_paredis,0,0.000291219,s9_12,(WMS)2bRAD-M only
Treponema_D_pectinovorum,0,0.000189105,s9_12,(WMS)2bRAD-M only
Treponema_D_socranskii,0,0.000410421,s9_12,(WMS)2bRAD-M only
Treponema_D_sp014334325,0,0.000275736,s9_12,(WMS)2bRAD-M only
Treponema_medium,0,0.002159992,s9_12,(WMS)2bRAD-M only
Treponema_sp000775995,0,0.002283895,s9_12,(WMS)2bRAD-M only
Treponema_sp010365865,0.00235475,0.004591836,s9_12,shared
Treponema_sp905373565,0.006808469,0,s9_12,(WMS)MPA only
Treponema_vincentii,0,0.000746805,s9_12,(WMS)2bRAD-M only
Veillonella_parvula_A,0.000312053,0.001428509,s9_12,shared
Veillonella_rogosae,0.004971545,0.002629151,s9_12,shared
Veillonella_sp900552445,0,0.00335028,s9_12,(WMS)2bRAD-M only
Veillonella_tobetsuensis,0.000129874,0.000806671,s9_12,shared
W11650_sp002999035,0.00620232,0.004252234,s9_12,shared
Abiotrophia_sp001815865,6.64E-05,0.00040639,s9_14,shared
Actinomyces_dentalis,0,0.000159238,s9_14,(WMS)2bRAD-M only
Actinomyces_gerencseriae,0,0.000243765,s9_14,(WMS)2bRAD-M only
Actinomyces_graevenitzii,0.001895821,0.00207593,s9_14,shared
Actinomyces_israelii,0,0.000133629,s9_14,(WMS)2bRAD-M only
Actinomyces_johnsonii,0,0.000168036,s9_14,(WMS)2bRAD-M only
Actinomyces_massiliensis,0,0.000178947,s9_14,(WMS)2bRAD-M only
Actinomyces_naeslundii,0,0.000444591,s9_14,(WMS)2bRAD-M only
Actinomyces_oris,0.000390697,0.00074458,s9_14,shared
Actinomyces_oris_A,0,0.000283245,s9_14,(WMS)2bRAD-M only
Actinomyces_oris_C,0,0.000242452,s9_14,(WMS)2bRAD-M only
Actinomyces_oris_D,0,0.000273228,s9_14,(WMS)2bRAD-M only
Actinomyces_sp000195595,0,6.39E-05,s9_14,(WMS)2bRAD-M only
Actinomyces_sp000220835,0,0.000228665,s9_14,(WMS)2bRAD-M only
Actinomyces_sp002999235,0,0.000179391,s9_14,(WMS)2bRAD-M only
Aggregatibacter_aphrophilus,0,0.000403277,s9_14,(WMS)2bRAD-M only
Aggregatibacter_segnis,0.016023762,0.009317986,s9_14,shared
Aggregatibacter_segnis_A,0,0.0034901,s9_14,(WMS)2bRAD-M only
Aggregatibacter_sp000466335,0.00079536,0.00082959,s9_14,shared
Allisonella_pneumosintes,0.006465254,0.007797327,s9_14,shared
Alloprevotella_rava,0.00136164,0.001451981,s9_14,shared
Alloprevotella_sp003639005,0.003129406,0,s9_14,(WMS)MPA only
Alloprevotella_sp015257125,0.00604291,0,s9_14,(WMS)MPA only
Alloprevotella_sp905369775,0.001605473,0,s9_14,(WMS)MPA only
Alloprevotella_sp905371275,0.012289671,0,s9_14,(WMS)MPA only
Alloprevotella_tannerae,0.02183365,0.019944128,s9_14,shared
Anaeroglobus_geminatus,0.001797725,0.001563169,s9_14,shared
Anaeroglobus_micronuciformis,0.001704809,0.001631031,s9_14,shared
Arachnia_propionica,0,0.000122836,s9_14,(WMS)2bRAD-M only
Arachnia_sp013333945,0,0.000229823,s9_14,(WMS)2bRAD-M only
Bacillus_A_bombysepticus,0,0.000268543,s9_14,(WMS)2bRAD-M only
Bacteroides_D_sp013333835,7.99E-05,0.000277263,s9_14,shared
Bacteroides_D_sp905373475,0.003194616,0,s9_14,(WMS)MPA only
Bifidobacterium_dentium,0.001663475,0.002304942,s9_14,shared
Bulleidia_extructa,0.000974997,0.00095538,s9_14,shared
Bulleidia_moorei,0,0.001870197,s9_14,(WMS)2bRAD-M only
Bulleidia_sp015256455,0.001564816,0,s9_14,(WMS)MPA only
Butyrivibrio_sp015258065,2.93E-05,0,s9_14,(WMS)MPA only
CAG-793_sp013333035,0.00029429,0,s9_14,(WMS)MPA only
CAG-793_sp013333395,0.000176484,0,s9_14,(WMS)MPA only
Campylobacter_A_concisus_T,0.00260964,0.002512817,s9_14,shared
Campylobacter_A_curvus,0,0.000240132,s9_14,(WMS)2bRAD-M only
Campylobacter_A_rectus,0.019123097,0.013218532,s9_14,shared
Campylobacter_A_showae,0,0.000489934,s9_14,(WMS)2bRAD-M only
Campylobacter_A_showae_A,0,0.000700978,s9_14,(WMS)2bRAD-M only
Campylobacter_A_showae_B,0,0.000448252,s9_14,(WMS)2bRAD-M only
Campylobacter_A_showae_D,0,0.000389681,s9_14,(WMS)2bRAD-M only
Campylobacter_A_showae_E,0,0.000572281,s9_14,(WMS)2bRAD-M only
Campylobacter_A_sp014253065,0,0.000456111,s9_14,(WMS)2bRAD-M only
Campylobacter_B_gracilis,0.000506814,0.000212544,s9_14,shared
Campylobacter_B_sp900539505,0,0.000149374,s9_14,(WMS)2bRAD-M only
Capnocytophaga_bilenii,0.001581372,0,s9_14,(WMS)MPA only
Capnocytophaga_endodontalis,0,0.000352225,s9_14,(WMS)2bRAD-M only
Capnocytophaga_gingivalis,0,0.000407323,s9_14,(WMS)2bRAD-M only
Capnocytophaga_granulosa,0.000281451,0.000693743,s9_14,shared
Capnocytophaga_haemolytica,0,0.000250995,s9_14,(WMS)2bRAD-M only
Capnocytophaga_leadbetteri,0.001702556,0.001863597,s9_14,shared
Capnocytophaga_ochracea,0.000444645,0.000821964,s9_14,shared
Capnocytophaga_sp000318275,0,0.001243714,s9_14,(WMS)2bRAD-M only
Capnocytophaga_sp000466425,0.000519878,0.000628698,s9_14,shared
Capnocytophaga_sp905372595,0.000734204,0,s9_14,(WMS)MPA only
Capnocytophaga_sputigena,0.001039644,0.000991239,s9_14,shared
Cardiobacterium_hominis,0.000773736,0.001017103,s9_14,shared
Cardiobacterium_valvarum,0.000270075,0.000350805,s9_14,shared
Catonella_massiliensis,0.000100011,0,s9_14,(WMS)MPA only
Catonella_morbi,0.001167586,0.001918766,s9_14,shared
Centipeda_artemidis,0,0.000269243,s9_14,(WMS)2bRAD-M only
Centipeda_felix,0,0.000253758,s9_14,(WMS)2bRAD-M only
Centipeda_flueggei,0,9.70E-05,s9_14,(WMS)2bRAD-M only
Centipeda_infelix,0,0.00058112,s9_14,(WMS)2bRAD-M only
Centipeda_massiliensis,1.77E-05,0.000312992,s9_14,shared
Centipeda_noxia,0,0.000281435,s9_14,(WMS)2bRAD-M only
Centipeda_periodontii,0,0.000216529,s9_14,(WMS)2bRAD-M only
Centipeda_sp000286455,0,0.000296918,s9_14,(WMS)2bRAD-M only
Centipeda_sp000318175,0,0.00026045,s9_14,(WMS)2bRAD-M only
Centipeda_sp000468035,0,0.000194765,s9_14,(WMS)2bRAD-M only
Centipeda_sp001683335,2.52E-05,0.000363377,s9_14,shared
Centipeda_sp001717585,0,0.000269398,s9_14,(WMS)2bRAD-M only
Chlamydophila_abortus,0,0.002192595,s9_14,(WMS)2bRAD-M only
Corynebacterium_durum,0,0.000150809,s9_14,(WMS)2bRAD-M only
Corynebacterium_matruchotii,0.001365582,0.001582451,s9_14,shared
Cutibacterium_acnes,0,0.000138094,s9_14,(WMS)2bRAD-M only
Desulfobulbus_oralis,0.001118707,0.000986636,s9_14,shared
Dialister_invisus,0.00754015,0.007756589,s9_14,shared
Dialister_sp900555245,0,0.000375682,s9_14,(WMS)2bRAD-M only
Eikenella_corrodens,0.000765176,0.000866509,s9_14,shared
Eubacterium_A_minutum,0,0.000190844,s9_14,(WMS)2bRAD-M only
Eubacterium_A_nodatum,0,0.025244402,s9_14,(WMS)2bRAD-M only
Eubacterium_B_infirmum,0.003509291,0.003446565,s9_14,shared
Eubacterium_B_sulci,0.001504899,0.000955861,s9_14,shared
Eubacterium_M_brachy,0.013198332,0.01320272,s9_14,shared
F0040_sp000318095,0,0.00046695,s9_14,(WMS)2bRAD-M only
F0040_sp003639005,0,0.003376704,s9_14,(WMS)2bRAD-M only
F0040_sp900095835,0,0.000982022,s9_14,(WMS)2bRAD-M only
F0058_sp000163695,0.005833089,0.004377311,s9_14,shared
F0058_sp905372605,0.002479446,0,s9_14,(WMS)MPA only
F0422_sp001553345,0,0.001300037,s9_14,(WMS)2bRAD-M only
F0422_sp003992055,0,0.000392107,s9_14,(WMS)2bRAD-M only
F0428_sp003043955,0,0.00052238,s9_14,(WMS)2bRAD-M only
Filifactor_alocis,0.043920594,0.035831068,s9_14,shared
Flexilinea_sp001717545,0.000118257,0.000406817,s9_14,shared
Fretibacterium_fastidiosum,0.005091226,0.00493798,s9_14,shared
Fretibacterium_sp003860125,0,0.000294715,s9_14,(WMS)2bRAD-M only
Fusobacterium_animalis,0.005246311,0,s9_14,(WMS)MPA only
Fusobacterium_nucleatum,0.000662462,0,s9_14,(WMS)MPA only
Fusobacterium_nucleatum_J,0.021713028,0.023431361,s9_14,shared
Fusobacterium_polymorphum,0.001844352,0,s9_14,(WMS)MPA only
Fusobacterium_pseudoperiodonticum,0.003175695,0,s9_14,(WMS)MPA only
Fusobacterium_vincentii,0.001198108,0,s9_14,(WMS)MPA only
Gemella_haemolysans_B,0.001489807,0.001978518,s9_14,shared
Gemella_morbillorum,0.009394075,0.008150385,s9_14,shared
Gemella_sanguinis,0.001533393,0.001618145,s9_14,shared
GN02-872_sp003260325,0.001943687,0,s9_14,(WMS)MPA only
GN02-873_sp003260345,0.000688816,0.000763375,s9_14,shared
Granulicatella_adiacens,0.000337876,0.000952886,s9_14,shared
Granulicatella_elegans,0.001289897,0.000758073,s9_14,shared
Granulicatella_sp001058355,0.001927469,0.001857569,s9_14,shared
Haemophilus_A_parahaemolyticus,0.000288208,0.001099501,s9_14,shared
Haemophilus_A_sputorum,0.008260389,0.009122745,s9_14,shared
Haemophilus_D_parainfluenzae,0.015860681,0.003845134,s9_14,shared
Haemophilus_D_parainfluenzae_A,0,0.000684712,s9_14,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_K,0,0.005069105,s9_14,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_L,0,0.002337528,s9_14,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_M,0,0.001256355,s9_14,(WMS)2bRAD-M only
Haemophilus_D_sp001679485,0,0.001188617,s9_14,(WMS)2bRAD-M only
Haemophilus_D_sp001815355,0,0.003265547,s9_14,(WMS)2bRAD-M only
Haemophilus_D_sp900756875,0,0.001155957,s9_14,(WMS)2bRAD-M only
Haemophilus_haemolyticus,0,0.002316252,s9_14,(WMS)2bRAD-M only
Haemophilus_influenzae,0.001462665,0,s9_14,(WMS)MPA only
Hornefia_nodata,0.028405223,0,s9_14,(WMS)MPA only
HOT-345_sp003260355,0.000392724,0.000553422,s9_14,shared
HOT-345_sp013333295,0.000608177,0,s9_14,(WMS)MPA only
HOT-345_sp013333605,0.000933776,0,s9_14,(WMS)MPA only
JABCPE02_sp013333255,0.001024102,0.00136643,s9_14,shared
JABCPG02_sp013333195,0,0.00030888,s9_14,(WMS)2bRAD-M only
JABCPH02_sp013333235,0.002104741,0.002549126,s9_14,shared
Johnsonella_ignava,5.34E-05,0.000344425,s9_14,shared
Johnsonella_sp900766185,5.27E-05,0.000265326,s9_14,shared
Kingella_A_denitrificans,0.000397229,0.000505382,s9_14,shared
Kingella_B_oralis,0.00011454,0.000236074,s9_14,shared
Klebsiella_pneumoniae,0,0.000207122,s9_14,(WMS)2bRAD-M only
Lachnoanaerobaculum_orale,0.000274468,0.000769266,s9_14,shared
Lachnoanaerobaculum_sp000209465,0,0.000339138,s9_14,(WMS)2bRAD-M only
Lachnoanaerobaculum_sp000287675,0.000608064,0,s9_14,(WMS)MPA only
Lachnoanaerobaculum_sp000296385,0,0.000473903,s9_14,(WMS)2bRAD-M only
Lancefieldella_rimae,0.004661786,0.003000186,s9_14,shared
Lancefieldella_sp000411555,0,0.000139594,s9_14,(WMS)2bRAD-M only
Lancefieldella_sp000564995,0.000550625,0.000972991,s9_14,shared
Lautropia_dentalis,0,0.00017209,s9_14,(WMS)2bRAD-M only
Lautropia_mirabilis,0.01388253,0.008846252,s9_14,shared
Leptotrichia_A_sp000469505,0.001499718,0.001096787,s9_14,shared
Leptotrichia_A_sp001274535,0.001015655,0.000715485,s9_14,shared
Leptotrichia_buccalis,0.009067236,0.006677498,s9_14,shared
Leptotrichia_hofstadii,0,0.001825312,s9_14,(WMS)2bRAD-M only
Leptotrichia_massiliensis,0.003027593,0.001684608,s9_14,shared
Leptotrichia_shahii,0,0.001059226,s9_14,(WMS)2bRAD-M only
Leptotrichia_sp002240055,0.001871269,0.002802695,s9_14,shared
Leptotrichia_trevisanii,0.000443969,0.000979664,s9_14,shared
Leptotrichia_wadei,0,0.004655643,s9_14,(WMS)2bRAD-M only
Leptotrichia_wadei_A,0.004383263,0.004712483,s9_14,shared
